id,content,emotion,createdAt,userId,secondary_emotions
47,"I studied, ate, and rested as usual, but an old memory left me slightly sad. By evening, the two feelings were hard to separate.",neutral,2026-03-12,3,sadness
48,"I was looking forward to the weekend, but my mind kept returning to unfinished work. I noticed the contradiction more than I expected.",anxiety,2026-03-07,3,neutral
49,"I completed my usual tasks and felt okay, despite a lingering disappointment. I could not decide which feeling mattered more.",neutral,2026-03-09,3,sadness
50,I kept imagining an awkward conversation and became annoyed before it had even happened.,anxiety,2026-03-13,3,Anger
51,"My schedule was ordinary, but I found myself thinking about something that had been bothering me. I noticed the contradiction more than I expected.",neutral,2026-03-20,3,Joy
52,I felt lonely even when I wasn't physically alone. I'm hoping the mood lifts with some rest.,sadness,2026-03-27,3,
53,"I felt excited about the opportunity and terrified that I would not be good enough. By evening, the two feelings were hard to separate.",anxiety,2026-01-21,4,neutral
54,"I've been feeling low and lonely lately, and today was difficult emotionally. I think I needed to acknowledge the feeling instead of pushing it away.",sadness,2026-01-18,4,
55,"I knew I was overreacting, but I was still too upset to let the issue go. I noticed the contradiction more than I expected.",Anger,2026-01-26,4,Joy
56,I felt lonely even when I wasn't physically alone. I think I needed to acknowledge the feeling instead of pushing it away.,sadness,2026-01-26,4,
57,I felt lonely even when I wasn't physically alone.,sadness,2026-01-30,4,
58,"I was happy that the problem was finally addressed, but I still had some resentment about it.",Anger,2026-02-19,4,anxiety
59,"I was proud of myself today, although part of me was still worried that the progress would not last. I wrote it down because the combination felt important.",Joy,2026-02-27,4,Anger
60,"I kept worrying about tomorrow, even while part of me was excited about what might happen. It stayed in the back of my mind afterward.",anxiety,2026-02-21,4,Anger
61,"I felt cheerful after receiving good news, but I was still annoyed by the way someone reacted to it. I wrote it down because the combination felt important.",Joy,2026-02-24,4,anxiety
62,"I finally finished something difficult and felt proud, though I was exhausted and close to tears afterward. By evening, the two feelings were hard to separate.",Joy,2026-03-15,4,neutral
63,"I was happy to hear from them, but immediately started worrying about what their message meant. I wrote it down because the combination felt important.",anxiety,2026-03-27,4,neutral
64,"I felt lighter after talking to a friend, even though the conversation reminded me of something painful. It stayed in the back of my mind afterward.",Joy,2026-03-25,4,neutral
65,"Today my mood felt heavy, and I struggled to find the motivation to do much. I could use a little time to process it.",sadness,2026-03-26,4,
66,I wrote down some thoughts today because I was having a harder time than usual.,sadness,2026-03-30,4,
67,"I was looking forward to the weekend, but my mind kept returning to unfinished work. I could not decide which feeling mattered more.",anxiety,2026-03-31,4,Joy
68,"I was worried about being judged, which made me sound more annoyed than I intended. I could not decide which feeling mattered more.",anxiety,2026-01-12,5,Joy
69,"I kept imagining an awkward conversation and became annoyed before it had even happened. By evening, the two feelings were hard to separate.",anxiety,2026-01-18,5,neutral
70,"Something I worked hard for finally happened, and I felt both relieved and strangely emotional. By evening, the two feelings were hard to separate.",Joy,2026-01-22,5,neutral
71,I felt lonely even when I wasn't physically alone. Writing about it felt easier than keeping it in my head.,sadness,2026-02-04,5,
72,"I've been missing people lately, and that sense of loneliness caught up with me today. I could use a little time to process it.",sadness,2026-02-01,5,
73,"I was frustrated with everyone today, but I also knew I was tired and emotionally worn down. I could not decide which feeling mattered more.",Anger,2026-02-06,5,anxiety
74,"I felt sad about what might be lost and anxious about whether I could handle it. By evening, the two feelings were hard to separate.",anxiety,2026-02-16,5,Joy
75,"I was frustrated with everyone today, but I also knew I was tired and emotionally worn down. I noticed the contradiction more than I expected.",Anger,2026-02-25,5,sadness
76,"I knew I had prepared well, but I was still afraid something unexpected would happen. I noticed the contradiction more than I expected.",anxiety,2026-03-02,5,Joy
77,"I spent the afternoon as usual and felt calm, with a little excitement about the weekend. I noticed the contradiction more than I expected.",neutral,2026-03-04,5,Anger
78,"Today my mood felt heavy, and I struggled to find the motivation to do much.",sadness,2026-03-07,5,
79,"I felt anxious about making a mistake, and when someone criticized me I became angry.",anxiety,2026-03-13,5,neutral
80,"Things went well, but I kept waiting for something to go wrong. By evening, the two feelings were hard to separate.",anxiety,2026-03-20,5,sadness
81,"I was pleased with how things turned out, but I could not completely relax because another problem was waiting.",Joy,2026-03-28,5,neutral
82,I felt discouraged today and couldn't easily shake the heaviness. Writing about it felt easier than keeping it in my head.,sadness,2026-03-31,5,
83,I felt sad about what might be lost and anxious about whether I could handle it. I could not decide which feeling mattered more.,anxiety,2026-01-18,6,neutral
84,"I felt ignored, which made me angry and unexpectedly sad. I noticed the contradiction more than I expected.",Anger,2026-02-05,6,neutral
85,A painful thought kept returning throughout the day and brought my mood down.,sadness,2026-02-16,6,
86,"My mood was low today, and even simple tasks felt harder than usual. I think I needed to acknowledge the feeling instead of pushing it away.",sadness,2026-02-21,6,
87,I wrote down some thoughts today because I was having a harder time than usual. Writing about it felt easier than keeping it in my head.,sadness,2026-02-26,6,
88,A painful thought kept returning throughout the day and brought my mood down. Writing about it felt easier than keeping it in my head.,sadness,2026-02-26,6,
89,I found myself feeling tearful after thinking about what happened. I think I needed to acknowledge the feeling instead of pushing it away.,sadness,2026-03-15,6,
90,"I was relieved when the problem was solved, although I remained nervous about what would happen next. I could not decide which feeling mattered more.",anxiety,2026-03-15,6,Joy
91,I was restless all evening and frustrated that I could not make myself relax. It stayed in the back of my mind afterward.,anxiety,2026-03-26,6,Joy
92,I felt hopeful about the decision while also imagining every possible bad outcome. I could not decide which feeling mattered more.,anxiety,2026-03-26,6,neutral
93,"I could not stop overthinking, although I was also looking forward to seeing everyone. I could not decide which feeling mattered more.",anxiety,2026-03-28,6,Anger
94,"I tried to focus on the positive outcome, but uncertainty kept pulling my attention away. I noticed the contradiction more than I expected.",anxiety,2026-03-29,6,Anger
95,I felt grateful for the people around me while also worrying that I was asking too much from them. It stayed in the back of my mind afterward.,Joy,2026-01-04,7,neutral
96,"My schedule was ordinary, but I found myself thinking about something that had been bothering me. I could not decide which feeling mattered more.",neutral,2026-01-14,7,sadness
97,"I enjoyed being around people, but I also felt a little left out when the conversation moved on. I wrote it down because the combination felt important.",Joy,2026-01-12,7,neutral
98,I felt grateful for the people around me while also worrying that I was asking too much from them. I noticed the contradiction more than I expected.,Joy,2026-01-11,7,sadness
99,I enjoyed a simple moment today that made me forget my worries for a while. I noticed the contradiction more than I expected.,Joy,2026-01-17,7,anxiety
100,"I knew I had prepared well, but I was still afraid something unexpected would happen. I could not decide which feeling mattered more.",anxiety,2026-01-27,7,sadness
101,"I felt calm for a while, then one small uncertainty brought all the nervousness back. It stayed in the back of my mind afterward.",anxiety,2026-01-22,7,Anger
102,I felt hurt by something that happened and spent a while sitting with the sadness.,sadness,2026-01-29,7,
103,"I was happy to hear from them, but immediately started worrying about what their message meant. By evening, the two feelings were hard to separate.",anxiety,2026-01-30,7,Anger
104,"I knew the situation was probably fine, but my body still felt tense. I noticed the contradiction more than I expected.",anxiety,2026-02-05,7,Anger
105,"My plans stayed the same, but I was more irritable than I expected when something took longer. I could not decide which feeling mattered more.",neutral,2026-02-09,7,anxiety
106,I felt hopeful about tomorrow while also missing how things used to be.,Joy,2026-02-07,7,neutral
107,I felt lonely even when I wasn't physically alone. I think I needed to acknowledge the feeling instead of pushing it away.,sadness,2026-02-14,7,
108,"I've been feeling low and lonely lately, and today was difficult emotionally. I could use a little time to process it.",sadness,2026-02-14,7,
109,"I was happy to hear from them, but immediately started worrying about what their message meant. I noticed the contradiction more than I expected.",anxiety,2026-02-19,7,Joy
110,I felt hopeful about the decision while also imagining every possible bad outcome. I noticed the contradiction more than I expected.,anxiety,2026-03-04,7,Anger
111,"I felt angry, tired, and a little relieved once I finally said what I had been holding back.",Anger,2026-03-10,7,sadness
112,"Nothing dramatic happened today, although I noticed I was a little more tired than usual. I could not decide which feeling mattered more.",neutral,2026-03-21,7,Joy
113,"Today felt emotionally draining, and I had difficulty motivating myself. Writing about it felt easier than keeping it in my head.",sadness,2026-01-10,8,
114,"I've been carrying a sad feeling lately, and it was especially noticeable today. I'm hoping the mood lifts with some rest.",sadness,2026-01-11,8,
115,I felt excited about the opportunity and terrified that I would not be good enough. I noticed the contradiction more than I expected.,anxiety,2026-01-14,8,sadness
116,"I felt angry when plans changed, but underneath that I was mostly anxious about being left out. I could not decide which feeling mattered more.",Anger,2026-01-25,8,neutral
117,"I enjoyed the evening, although an argument earlier was still bothering me in the background. I wrote it down because the combination felt important.",Joy,2026-01-22,8,neutral
118,"I had a surprisingly good day, but I kept wondering whether the good feeling was temporary. I noticed the contradiction more than I expected.",Joy,2026-01-31,8,anxiety
119,"I wanted reassurance, but repeated reassurance started making me more frustrated. I noticed the contradiction more than I expected.",anxiety,2026-01-27,8,sadness
120,"I was relieved when the problem was solved, although I remained nervous about what would happen next. I noticed the contradiction more than I expected.",anxiety,2026-02-03,8,neutral
121,I felt discouraged today and couldn't easily shake the heaviness. I'm hoping the mood lifts with some rest.,sadness,2026-02-11,8,
122,"I felt calm for a while, then one small uncertainty brought all the nervousness back.",anxiety,2026-02-18,8,Joy
123,"I wanted reassurance, but repeated reassurance started making me more frustrated. I wrote it down because the combination felt important.",anxiety,2026-02-25,8,Joy
124,"I knew the situation was probably fine, but my body still felt tense. By evening, the two feelings were hard to separate.",anxiety,2026-03-05,8,Joy
125,"I've been feeling low and lonely lately, and today was difficult emotionally.",sadness,2026-03-08,8,
126,"Nothing dramatic happened today, but I still felt unusually down.",sadness,2026-03-22,8,
127,"Today my mood felt heavy, and I struggled to find the motivation to do much.",sadness,2026-03-20,8,
128,"I felt anxious about making a mistake, and when someone criticized me I became angry. I wrote it down because the combination felt important.",anxiety,2026-03-30,8,sadness
129,I felt discouraged today and couldn't easily shake the heaviness. I'm hoping the mood lifts with some rest.,sadness,2026-03-28,8,
130,"My plans stayed the same, but I was more irritable than I expected when something took longer.",neutral,2026-01-12,9,anxiety
131,"I've been missing people lately, and that sense of loneliness caught up with me today. I'm hoping the mood lifts with some rest.",sadness,2026-01-10,9,
132,"I tried to focus on the positive outcome, but uncertainty kept pulling my attention away. It stayed in the back of my mind afterward.",anxiety,2026-01-29,9,sadness
133,"I was frustrated by the uncertainty and kept snapping at people who were not really responsible. By evening, the two feelings were hard to separate.",Anger,2026-02-01,9,sadness
134,"I've been feeling low and lonely lately, and today was difficult emotionally. I think I needed to acknowledge the feeling instead of pushing it away.",sadness,2026-02-03,9,
135,"I felt unsettled by the uncertainty and impatient with everyone who kept telling me not to worry. By evening, the two feelings were hard to separate.",anxiety,2026-02-20,9,Anger
136,I was restless all evening and frustrated that I could not make myself relax. I wrote it down because the combination felt important.,anxiety,2026-03-17,9,Joy
137,"Today my mood felt heavy, and I struggled to find the motivation to do much. I could use a little time to process it.",sadness,2026-03-22,9,
138,I found myself feeling tearful after thinking about what happened. I could use a little time to process it.,sadness,2026-03-26,9,
139,"I was excited to make plans, even though part of me wanted to stay home and avoid everything. By evening, the two feelings were hard to separate.",Joy,2026-03-24,9,sadness
140,I felt hurt by something that happened and spent a while sitting with the sadness. I think I needed to acknowledge the feeling instead of pushing it away.,sadness,2026-03-21,9,
141,I kept imagining an awkward conversation and became annoyed before it had even happened. I could not decide which feeling mattered more.,anxiety,2026-01-19,10,Anger
142,I felt unsettled by the uncertainty and impatient with everyone who kept telling me not to worry. I noticed the contradiction more than I expected.,anxiety,2026-01-19,10,Joy
143,"I had an ordinary evening and felt neither especially good nor bad, just somewhat reflective.",neutral,2026-01-26,10,Anger
144,"I went through my routine and felt mostly neutral, with a small amount of nervousness about tomorrow. It stayed in the back of my mind afterward.",neutral,2026-02-12,10,Joy
145,I found myself feeling tearful after thinking about what happened. I'm hoping the mood lifts with some rest.,sadness,2026-02-11,10,
146,I wasn't feeling like myself today and mostly wanted some quiet time.,sadness,2026-03-01,10,
147,"I had a good moment later, but the earlier anger kept returning whenever I thought about it. By evening, the two feelings were hard to separate.",Anger,2026-03-01,10,Joy
148,I had trouble getting motivated today because everything felt emotionally tiring.,sadness,2026-02-28,10,
149,"I kept checking my phone because I was anxious, then got angry at myself for checking it again. I noticed the contradiction more than I expected.",anxiety,2026-03-16,10,Joy
150,"I mostly followed my routine and felt calm, with a little sadness in the background.",neutral,2026-03-18,10,Anger
151,I felt embarrassed by my reaction and then became even more annoyed with myself. I noticed the contradiction more than I expected.,Anger,2026-01-17,11,anxiety
152,I was nervous before the meeting and ended up feeling irritated when it started late. I noticed the contradiction more than I expected.,anxiety,2026-01-14,11,Joy
153,"I was happy to hear from them, but immediately started worrying about what their message meant. It stayed in the back of my mind afterward.",anxiety,2026-01-22,11,neutral
154,"I had a surprisingly good day, but I kept wondering whether the good feeling was temporary. I could not decide which feeling mattered more.",Joy,2026-01-23,11,Anger
155,I found myself feeling tearful after thinking about what happened. I think I needed to acknowledge the feeling instead of pushing it away.,sadness,2026-02-06,11,
156,I handled my usual responsibilities and did not feel strongly one way or another. I wrote it down because the combination felt important.,neutral,2026-02-11,11,Joy
157,"I laughed with everyone at dinner, but I noticed I was carrying some sadness underneath it. It stayed in the back of my mind afterward.",Joy,2026-02-17,11,neutral
158,I felt hopeful about tomorrow while also missing how things used to be. It stayed in the back of my mind afterward.,Joy,2026-02-19,11,anxiety
159,"I mostly followed my routine and felt calm, with a little sadness in the background. I could not decide which feeling mattered more.",neutral,2026-02-23,11,Anger
160,"I was proud of myself today, although part of me was still worried that the progress would not last. I noticed the contradiction more than I expected.",Joy,2026-03-04,11,neutral
161,"Today felt emotionally draining, and I had difficulty motivating myself. I'm hoping the mood lifts with some rest.",sadness,2026-03-04,11,
162,"I didn't feel very social today, which probably made the loneliness stronger. I'm hoping the mood lifts with some rest.",sadness,2026-03-13,11,
163,"I felt appreciated today, and that made some of the loneliness easier to carry. By evening, the two feelings were hard to separate.",Joy,2026-03-11,11,anxiety
164,"The day passed normally, and I noticed some sadness only when things became quiet.",neutral,2026-01-06,12,sadness
165,I had trouble getting motivated today because everything felt emotionally tiring. Writing about it felt easier than keeping it in my head.,sadness,2026-01-11,12,
166,"Today my mood felt heavy, and I struggled to find the motivation to do much. I'm hoping the mood lifts with some rest.",sadness,2026-01-06,12,
167,"Things went well, but I kept waiting for something to go wrong.",anxiety,2026-01-17,12,Joy
168,"I was happy with myself after finishing my work, although I was still anxious about the next deadline. I wrote it down because the combination felt important.",Joy,2026-01-12,12,neutral
169,"I was happy to hear from them, but immediately started worrying about what their message meant.",anxiety,2026-01-20,12,sadness
170,"Most of the day was routine, though I became mildly irritated by a delay.",neutral,2026-01-22,12,sadness
171,"I had a good moment later, but the earlier anger kept returning whenever I thought about it. I noticed the contradiction more than I expected.",Anger,2026-01-26,12,anxiety
172,"I was laughing more than usual, but I could tell I had been holding onto some sadness. By evening, the two feelings were hard to separate.",Joy,2026-01-27,12,sadness
173,"I felt hopeful after talking to someone, although I still had a nervous feeling in the background.",anxiety,2026-02-03,12,sadness
174,"Today felt emotionally draining, and I had difficulty motivating myself.",sadness,2026-02-02,12,
175,"I went to class and came home as usual, while occasionally wondering how things would turn out. I could not decide which feeling mattered more.",neutral,2026-02-03,12,Anger
176,"My mood was low today, and even simple tasks felt harder than usual. I'm hoping the mood lifts with some rest.",sadness,2026-02-13,12,
177,"I felt angry when plans changed, but underneath that I was mostly anxious about being left out. I wrote it down because the combination felt important.",Anger,2026-02-11,12,sadness
178,"I've been missing people lately, and that sense of loneliness caught up with me today. I think I needed to acknowledge the feeling instead of pushing it away.",sadness,2026-02-18,12,
179,I had trouble getting motivated today because everything felt emotionally tiring. Writing about it felt easier than keeping it in my head.,sadness,2026-02-23,12,
180,I felt hopeful about the decision while also imagining every possible bad outcome. I wrote it down because the combination felt important.,anxiety,2026-02-24,12,sadness
181,"Things went well, but I kept waiting for something to go wrong. I noticed the contradiction more than I expected.",anxiety,2026-03-03,12,neutral
182,"I was irritated by a small mistake and then felt guilty about how strongly I reacted. By evening, the two feelings were hard to separate.",Anger,2026-03-13,12,neutral
183,I found myself feeling tearful after thinking about what happened.,sadness,2026-03-24,12,
184,"I could not stop overthinking, although I was also looking forward to seeing everyone.",anxiety,2026-03-26,12,Anger
185,"Something that happened today hurt me more than I expected, and I ended up crying. I could use a little time to process it.",sadness,2026-03-24,12,
186,"Today felt emotionally draining, and I had difficulty motivating myself. I could use a little time to process it.",sadness,2026-03-24,12,
187,"Things went well, but I kept waiting for something to go wrong. I could not decide which feeling mattered more.",anxiety,2026-03-25,12,Joy
188,"I spent most of the day working and felt steady, with a little anxiety about tomorrow. I noticed the contradiction more than I expected.",neutral,2026-01-10,13,Joy
189,"I felt appreciated today, and that made some of the loneliness easier to carry.",Joy,2026-01-14,13,sadness
190,A painful thought kept returning throughout the day and brought my mood down. I'm hoping the mood lifts with some rest.,sadness,2026-01-22,13,
191,I found myself feeling tearful after thinking about what happened. Writing about it felt easier than keeping it in my head.,sadness,2026-01-23,13,
192,"The day was quiet, although I was quietly grateful that one difficult thing was over. It stayed in the back of my mind afterward.",neutral,2026-01-24,13,anxiety
193,I was frustrated by the uncertainty and kept snapping at people who were not really responsible. I could not decide which feeling mattered more.,Anger,2026-02-03,13,Joy
194,"I wanted reassurance, but repeated reassurance started making me more frustrated.",anxiety,2026-01-29,13,Anger
195,"I knew I had prepared well, but I was still afraid something unexpected would happen. By evening, the two feelings were hard to separate.",anxiety,2026-01-31,13,Anger
196,I felt down for much of the day and found myself withdrawing from people. I think I needed to acknowledge the feeling instead of pushing it away.,sadness,2026-02-05,13,
197,"I've been feeling low and lonely lately, and today was difficult emotionally. I think I needed to acknowledge the feeling instead of pushing it away.",sadness,2026-02-05,13,
198,I had a normal day and was mildly pleased with how efficiently I got things done.,neutral,2026-02-04,13,Joy
199,Today I didn't have much energy for talking or doing the things I normally enjoy. I think I needed to acknowledge the feeling instead of pushing it away.,sadness,2026-02-12,13,
200,"The day was quiet, although I was quietly grateful that one difficult thing was over.",neutral,2026-02-19,13,Joy
201,I felt discouraged today and couldn't easily shake the heaviness.,sadness,2026-02-23,13,
202,"My schedule was ordinary, but I found myself thinking about something that had been bothering me.",neutral,2026-03-14,13,sadness
203,"I did not have any major emotional reaction today, just a mixture of tiredness and mild relief. I noticed the contradiction more than I expected.",neutral,2026-03-13,13,sadness
204,"I've been feeling low and lonely lately, and today was difficult emotionally.",sadness,2026-03-22,13,
205,"I could not stop overthinking, although I was also looking forward to seeing everyone. I noticed the contradiction more than I expected.",anxiety,2026-03-21,13,sadness
206,"I handled my usual responsibilities and did not feel strongly one way or another. By evening, the two feelings were hard to separate.",neutral,2026-03-30,13,Anger
207,"Today felt emotionally draining, and I had difficulty motivating myself.",sadness,2026-03-29,13,
208,"I didn't feel very social today, which probably made the loneliness stronger. I'm hoping the mood lifts with some rest.",sadness,2026-03-28,13,
209,"Today my mood felt heavy, and I struggled to find the motivation to do much.",sadness,2026-01-03,14,
210,"I tried to focus on the positive outcome, but uncertainty kept pulling my attention away. I wrote it down because the combination felt important.",anxiety,2026-01-06,14,sadness
211,"Nothing dramatic happened today, but I still felt unusually down.",sadness,2026-01-08,14,
212,"I finally finished something difficult and felt proud, though I was exhausted and close to tears afterward. It stayed in the back of my mind afterward.",Joy,2026-01-08,14,sadness
213,I was irritated by a small mistake and then felt guilty about how strongly I reacted. I could not decide which feeling mattered more.,Anger,2026-01-16,14,anxiety
214,I found myself feeling tearful after thinking about what happened. Writing about it felt easier than keeping it in my head.,sadness,2026-01-22,14,
215,"I was worried about being judged, which made me sound more annoyed than I intended. I wrote it down because the combination felt important.",anxiety,2026-01-31,14,Anger
216,I felt excited about the opportunity and terrified that I would not be good enough. I could not decide which feeling mattered more.,anxiety,2026-02-15,14,Anger
217,"I felt ignored, which made me angry and unexpectedly sad. I could not decide which feeling mattered more.",Anger,2026-02-17,14,Joy
218,"Most of the day was routine, though I became mildly irritated by a delay. It stayed in the back of my mind afterward.",neutral,2026-02-12,14,Anger
219,"I knew I had prepared well, but I was still afraid something unexpected would happen. It stayed in the back of my mind afterward.",anxiety,2026-02-19,14,neutral
220,"I kept checking my phone because I was anxious, then got angry at myself for checking it again. By evening, the two feelings were hard to separate.",anxiety,2026-02-21,14,Anger
221,"I kept worrying about tomorrow, even while part of me was excited about what might happen. I noticed the contradiction more than I expected.",anxiety,2026-03-04,14,neutral
222,"I wanted reassurance, but repeated reassurance started making me more frustrated. I could not decide which feeling mattered more.",anxiety,2026-03-04,14,Anger
223,"I knew I had prepared well, but I was still afraid something unexpected would happen.",anxiety,2026-03-17,14,sadness
224,"I had an ordinary evening and felt neither especially good nor bad, just somewhat reflective. I could not decide which feeling mattered more.",neutral,2026-03-14,14,Anger
225,I felt discouraged today and couldn't easily shake the heaviness. I could use a little time to process it.,sadness,2026-01-10,15,
226,I had trouble getting motivated today because everything felt emotionally tiring. I'm hoping the mood lifts with some rest.,sadness,2026-01-13,15,
227,"Today gave me hope, even though I am still angry about what happened last week. It stayed in the back of my mind afterward.",Joy,2026-01-14,15,Anger
228,"I've been feeling low and lonely lately, and today was difficult emotionally. I think I needed to acknowledge the feeling instead of pushing it away.",sadness,2026-01-20,15,
229,"I kept checking my phone because I was anxious, then got angry at myself for checking it again.",anxiety,2026-01-20,15,sadness
230,"I kept worrying about tomorrow, even while part of me was excited about what might happen. I wrote it down because the combination felt important.",anxiety,2026-01-26,15,Anger
231,I felt lonely even when I wasn't physically alone. Writing about it felt easier than keeping it in my head.,sadness,2026-01-31,15,
232,"Something that happened today hurt me more than I expected, and I ended up crying. I could use a little time to process it.",sadness,2026-02-12,15,
233,I felt down for much of the day and found myself withdrawing from people.,sadness,2026-02-11,15,
234,"I felt tense after the argument and could not tell whether I was more worried or angry. By evening, the two feelings were hard to separate.",anxiety,2026-03-02,15,neutral
235,"I felt calm for a while, then one small uncertainty brought all the nervousness back. I noticed the contradiction more than I expected.",anxiety,2026-03-07,15,neutral
236,"I had an ordinary evening and felt neither especially good nor bad, just somewhat reflective. I noticed the contradiction more than I expected.",neutral,2026-03-10,15,anxiety
237,I felt down for much of the day and found myself withdrawing from people.,sadness,2026-03-16,15,
238,I wrote down some thoughts today because I was having a harder time than usual. I could use a little time to process it.,sadness,2026-03-30,15,
239,"I finally finished something difficult and felt proud, though I was exhausted and close to tears afterward. I could not decide which feeling mattered more.",Joy,2026-03-27,15,Anger
240,I kept replaying the argument and worrying about what the next conversation would be like. I could not decide which feeling mattered more.,Anger,2026-01-13,16,sadness
241,"I felt anxious about making a mistake, and when someone criticized me I became angry. I could not decide which feeling mattered more.",anxiety,2026-01-13,16,neutral
